loan_amnt,purpose,Zip Code,State,emp_length,label
2000,wedding,115xx,NY,< 1 year,0
7000,Debt consolidation/home improvement loan,496xx,MI,< 1 year,0
2000, ,787xx,TX,< 1 year,0
10000,Legal expense,328xx,FL,1 year,0
3000,School,809xx,CO,2 years,0
7500, ,307xx,GA,10+ years,0
2500,Getting back on the right foot.,339xx,FL,< 1 year,0
1500,Just enough to get back on feet,021xx,MA,8 years,0
5000,Going Green,021xx,MA,< 1 year,0
1000,bills,751xx,TX,< 1 year,0
2000,Emergency,104xx,NY,< 1 year,0
1000,Starting a Mary Kay business,336xx,FL,1 year,0
2200,"Biz slowed, bills piled up, found a job",782xx,TX,< 1 year,0
10000,Credit card payoff loan,967xx,HI,9 years,0
5000,Moved to a new area,220xx,VA,3 years,0
4000,dream home improvement,300xx,GA,7 years,0
14500,Debt Consolidation Loan,622xx,IL,< 1 year,0
20000, ,223xx,VA,2 years,0
3000,medical help,300xx,GA,7 years,0
3000,please help asap,285xx,SC,< 1 year,0
3000,medical help,300xx,GA,7 years,0
10000,Money for my wedding,066xx,CT,2 years,0
4000,Looking to pay off car with better rate,114xx,NY,3 years,0
13000,MONEY FOR BUSINESS,441xx,OH,10+ years,0
20000,CONSOLIDATE DEBT,330xx,FL,3 years,0
15000, ,902xx,CA,< 1 year,0
5000,personal loan,723xx,AR,1 year,0
20000,High Interest Rate Debt Consolidation,948xx,CA,2 years,0
1800,Tuition and books. ,945xx,CA,< 1 year,0
3000,Please help me afford a dependable car,083xx,NJ,4 years,0
1000,Very dependable borrower,432xx,OH,2 years,0
5000,Need to get a family car.,760xx,TX,< 1 year,0
20000,Truck And Trailer,801xx,CO,9 years,0
5000, ,070xx,NJ,< 1 year,0
1500,Utility Rent Auto Repair,027xx,MA,1 year,0
10000,Immediate need for business loan,223xx,VA,1 year,0
15000,My personal Loan,180xx,PA,< 1 year,0
19000, ,317xx,GA,3 years,0
4000,Helping Family Out,070xx,NJ,3 years,0
3000, ,744xx,OK,< 1 year,0
2500,puchasing a used veichle for working pur,071xx,NJ,1 year,0
20000,Emergency Loan To Start My Business,801xx,CO,2 years,0
10000, ,198xx,DE,9 years,0
7500,Consolidate DEBT!,765xx,TX,9 years,0
5000,paying bills,294xx,SC,10+ years,0
5000,Moving for a Job,327xx,FL,< 1 year,0
1500,Loan to start a business,960xx,CA,< 1 year,0
3000,Purchasing Kawasaki Mule 610 4x4,850xx,AZ,4 years,0
1000,Need a loan or might lose my home!!!,082xx,NJ,2 years,0
15000,Life's jump start,601xx,IL,5 years,0
2500,brannick marketing,341xx,FL,1 year,0
8000,Pay Off Higher Rate Cards Consolidate,300xx,GA,10+ years,0
1000,Personal Loan,328xx,FL,1 year,0
13000, ,705xx,LA,1 year,0
20000,Unsecured personal loan,018xx,MA,< 1 year,0
20000,investing in real estate ,900xx,CA,10+ years,0
20000,Wedding and the future,926xx,CA,2 years,0
1500, ,208xx,MD,6 years,0
2000,Small Business Loan,919xx,CA,6 years,0
20000,Home Improvement repair rutty driveway,980xx,WA,2 years,0
4000,engaged couple looking to expand,103xx,NY,1 year,0
10000,need help to pay bills to many,018xx,MA,5 years,0
15000,personal loan,104xx,NY,10+ years,0
4000,engaged couple needs to expand,103xx,NY,1 year,0
5000,Camera equipment for part time business,170xx,PA,8 years,0
6000,loan,917xx,CA,10+ years,0
1000,New Beginings,925xx,CA,9 years,0
20000, ,751xx,TX,2 years,0
2000,personal loan to cansolodate debt,320xx,FL,4 years,0
14000,Loan to reduce monthly costs,021xx,MA,1 year,0
5000,Hartman Loan,184xx,PA,3 years,0
10000,Living/Kitchen Remodel,850xx,AZ,10+ years,0
4000,moving,180xx,PA,< 1 year,0
6500,personal,019xx,MA,< 1 year,0
2500,upgrading living room,191xx,PA,10+ years,0
5000,Out of Trouble Loan,665xx,KS,6 years,0
20000,personal,922xx,CA,1 year,0
10000,Amy,704xx,LA,3 years,0
10000,Wanting to get caught up,750xx,TX,3 years,0
5000,debt consolidation,427xx,KY,10+ years,0
8000,Wedding expenses for my daughter,490xx,MI,< 1 year,0
1000,to purchase new furniture for my home,142xx,NY,< 1 year,0
20000,please help...,070xx,NJ,3 years,0
1000,Anne's helping loan,100xx,NY,< 1 year,0
1500,Debt consolidation,384xx,TX,4 years,0
5000,Moving Expenses ,021xx,MA,< 1 year,0
4000,Shelf Corp.,925xx,CA,10+ years,0
15000,JO investments LLC,395xx,MO,4 years,0
5000,Hartman Family,184xx,PA,< 1 year,0
15000,Opening Hair Salon *Exp'd* Needs Startup,226xx,VA,1 year,0
13500, ,939xx,CA,< 1 year,0
5000,Education,631xx,MO,2 years,0
4500,emergency replacement of roof,180xx,PA,9 years,0
5000, ,069xx,CT,1 year,0
20000,Mobile home and to pay off bills,668xx,KS,9 years,0
5000, ,234xx,VA,3 years,0
2500,purchase a car from a person,253xx,WV,< 1 year,0
3500,bills,608xx,IL,10+ years,0
5500, ,434xx,OH,10+ years,0
12000,Personal,945xx,CA,2 years,0
3000,Educational Loan,900xx,CA,3 years,0
20000,Pay Off mom's nursing home bill,106xx,NY,9 years,0
5000,Money to expand Used Appliance Business,312xx,GA,< 1 year,0
2000,pay off my car,117xx,NY,2 years,0
17000,personal,054xx,VT,10+ years,0
1000,money,712xx,LA,1 year,0
12000,Graduate School Investment,530xx,WI,2 years,0
2000,need a car,278xx,SC,3 years,0
15000,persinal loan,940xx,CA,< 1 year,0
5000, ,327xx,FL,4 years,0
1000,moving out of state,600xx,IL,< 1 year,0
3500,Bills Paid,232xx,VA,1 year,0
12000,I'd rather pay you then the banks.,170xx,PA,< 1 year,0
2000, ,809xx,CO,2 years,0
2500,My Education Furthered,728xx,AR,8 years,0
1000,Consolidate Loan,218xx,MD,1 year,0
20000,Dimarie,009xx,DC,1 year,0
5000,Will repay within one year,489xx,MI,4 years,0
5000,I need to remodel my house,409xx,KY,5 years,0
12500,Immediate need for moving expenses,223xx,VA,1 year,0
5000,bills,124xx,NY,7 years,0
15000,Starter Business Loan,310xx,GA,1 year,0
20000,personal,916xx,CA,9 years,0
16000,Debt Consolodation,786xx,TX,10+ years,0
24000, ,606xx,IL,5 years,0
6500,educational,191xx,PA,8 years,0
1000,help please,442xx,OH,5 years,0
7000,Mission: Get out of debt,606xx,IL,9 years,0
9000,personal loan,967xx,HI,10+ years,0
3000,Mary Kay Independent Beauty Consultant,336xx,FL,2 years,0
3000,roof leak,797xx,TX,6 years,0
12500,harley davidson,744xx,OK,2 years,0
8000,Wedding Loan,212xx,MD,4 years,0
20000,P loan,112xx,NY,8 years,0
20000,Business Loans,700xx,LA,9 years,0
1200,personal,750xx,TX,< 1 year,0
1000,help me,331xx,FL,< 1 year,0
6500,my car,401xx,KY,1 year,0
3000,personal,954xx,CA,1 year,0
10500, ,207xx,MD,1 year,0
1000,title,800xx,CO,2 years,0
3000,paying off old electric co. debt,128xx,NY,2 years,0
20000,Consolidate credit card debt,448xx,OH,10+ years,0
20000,Consolidation,480xx,MI,10+ years,0
13000, ,212xx,MD,8 years,0
3300,Refinance 15% credit card,224xx,VA,2 years,0
8000,Student Loan needed,229xx,VA,< 1 year,0
8000, ,305xx,GA,7 years,0
1500,Personal Loan,631xx,MO,5 years,0
10000,Personal Debt Consolidation,920xx,CA,< 1 year,0
5000,Newly single mother needs help,731xx,OK,< 1 year,0
10000, ,181xx,PA,2 years,0
20000,(2) Credit Card No 12 Mo. Interest Due ,743xx,OK,10+ years,0
20000,My Loan,087xx,NJ,4 years,0
8000,Motorcycle Loan,604xx,IL,6 years,0
2500,Help with my dream vacation,197xx,DE,< 1 year,0
8000,Micro-hydropower repairs,127xx,NY,6 years,0
2500,Help with my dream vacation,197xx,DE,< 1 year,0
10000,Consolidate Debt,199xx,DE,3 years,0
20000,Get Smart by Getting Help Low rate loan,144xx,NY,3 years,0
10000,This is my dream wedding ,494xx,MI,8 years,0
5000,Credit card consolidation,631xx,MO,2 years,0
1600,personal loan,660xx,KS,3 years,0
9000,One Step Ahead,982xx,WA,4 years,0
5000,Tuition Payment,609xx,IL,< 1 year,0
3000,Personal Loan,159xx,PA,2 years,0
15000,"Health Logic, Inc. Start-Up Seed Money",786xx,TX,< 1 year,0
1000,Moving Money,232xx,VA,2 years,0
20000, ,857xx,AZ,1 year,0
15000,school loan,330xx,FL,1 year,0
3500,Catch up and improve credit rating,482xx,MI,1 year,0
15000,Personal Loan,750xx,TX,< 1 year,0
7000, ,258xx,WV,< 1 year,0
5000,HOME DOWN PAYMENT,773xx,TX,2 years,0
15000,Down payment,018xx,MA,2 years,0
5000,In need of Help,795xx,TX,10+ years,0
1000,need help with some bills,328xx,FL,< 1 year,0
2500,Refinancing my Chase Credit Card,775xx,TX,4 years,0
20000,Consolidation,302xx,GA,2 years,0
7500,"$7,500 loan needed! Trusted borrower!",900xx,CA,< 1 year,0
12500,Victim of fraud,902xx,CA,9 years,0
1000,Starving Student Seeks Book Funds,980xx,WA,< 1 year,0
20000,3079 32st llc,113xx,NY,7 years,0
10000,education expenses,029xx,RI,3 years,0
7500,personal,914xx,CA,10+ years,0
5000,Investment,212xx,MD,< 1 year,0
20000,BUSINESS START-UP,104xx,NY,10+ years,0
8000,"Disneyworld goofy challenge, 39 miles",935xx,CA,4 years,0
1200,truck repair,752xx,TX,1 year,0
1000,Personal,124xx,NY,6 years,0
20000,New Generation Website,631xx,MO,1 year,0
20000,Consolidate Debt,908xx,CA,< 1 year,0
20000, ,010xx,MA,6 years,0
2000,Closer to School/Working Parent,917xx,CA,2 years,0
20000,Question,956xx,CA,6 years,0
15000,car repairs and payment tax balance,480xx,MI,10+ years,0
13000,personal loan,082xx,NJ,4 years,0
2500,Parent Loan,301xx,GA,1 year,0
7000,Consolidite my credit cards debt in one,531xx,WI,< 1 year,0
9000,Nicole's Loan,228xx,VA,< 1 year,0
5000,Need help building my started home ,130xx,NY,2 years,0
1000,please help,446xx,OH,< 1 year,0
20000,Finishing School,703xx,LA,< 1 year,0
20000,Help for a new family man,605xx,IL,< 1 year,0
4000,Other,365xx,AL,2 years,0
4500,tryin to get a loan for a bike,208xx,MD,3 years,0
9750,Fall 2009 Semester,166xx,PA,< 1 year,0
18000,pay credit cards,900xx,CA,8 years,0
7000,Personal,874xx,NM,3 years,0
8500,Down Payment,432xx,OH,10+ years,0
13000,Covering Expenses,027xx,MA,< 1 year,0
15000, ,751xx,TX,1 year,0
5000,bill and car repairs,481xx,MI,3 years,0
7500,Businees Loan ,104xx,NY,3 years,0
10000, ,775xx,TX,8 years,0
1200,i would like a loan to move in to my own,605xx,IL,< 1 year,0
7000,Personal Loan,980xx,WA,< 1 year,0
5500, ,750xx,TX,4 years,0
10000,pay off debt,977xx,OR,2 years,0
1500,Pay Off credit Card And Medical Bills,891xx,NV,< 1 year,0
4300,Last of college tutition,917xx,CA,2 years,0
13000,Rid multiple payments for one payment,318xx,GA,8 years,0
15000,Please help me regain control of my life,926xx,CA,1 year,0
5500,Needing to buy a car for my wife.,750xx,TX,4 years,0
18000, ,421xx,KY,9 years,0
8800,Getting right-side up for car,321xx,FL,< 1 year,0
5000,pay off debts,912xx,CA,< 1 year,0
5000,small business help,912xx,CA,< 1 year,0
20000,Building Renovations for New Business,064xx,CT,< 1 year,0
15000,Credit Cards,900xx,CA,2 years,0
5000,Bye Old Debt,212xx,MD,6 years,0
10000,student loan,021xx,MA,< 1 year,0
5000,Business investment,731xx,OK,7 years,0
7500,education loan,021xx,MA,1 year,0
8000,Refinance Motorcycle,314xx,GA,3 years,0
20000,Loan to consolidate debt,953xx,CA,9 years,0
13000,TDI Finance,958xx,CA,< 1 year,0
4500,"Return to school, payoff some debt",850xx,AZ,3 years,0
3000,Expand My Business,549xx,WI,2 years,0
15000,AutoLoan,958xx,CA,4 years,0
3000,Expand My Business,549xx,WI,7 years,0
2500,Single Mother that needs a little help,334xx,FL,3 years,0
10000,Personal,331xx,FL,1 year,0
10000,Credit Cards,551xx,MN,1 year,0
18000,rosenberger loan,257xx,WV,2 years,0
15000,help,295xx,SC,3 years,0
3500,To Replace the motor ,286xx,SC,1 year,0
15000,creid card and car,941xx,CA,1 year,0
10000,credit cards,128xx,NY,< 1 year,0
15000,Automobile Floor Plan,161xx,PA,4 years,0
20000,Repair old house,340xx,FL,< 1 year,0
20000,Desperate need to consolidate credit car,351xx,AL,6 years,0
20000,Start Up Loan,480xx,MI,1 year,0
20000,Open showroom,341xx,FL,3 years,0
2500,Consolidating to Free Up Money,121xx,NY,5 years,0
17000, ,080xx,NJ,1 year,0
2000,Sister's tuition,916xx,CA,3 years,0
7000, ,070xx,NJ,1 year,0
10000,Better home for grandparents,782xx,TX,< 1 year,0
10000,making life easier,633xx,MO,< 1 year,0
20000,Debt Payoff,430xx,OH,2 years,0
3000,Consolidate debt for a lower rate,023xx,MA,10+ years,0
20000, ,919xx,CA,2 years,0
2500,Debt Consolidation Loan,627xx,IL,< 1 year,0
20000,VMizak,622xx,IL,< 1 year,0
3000,Registering for school,754xx,TX,1 year,0
1500,Air conditioning for vehicle,321xx,FL,1 year,0
15000,Purchase landscape company,019xx,MA,10+ years,0
5000,Help me get back in school.,305xx,GA,< 1 year,0
10000, ,625xx,IL,< 1 year,0
6000,Wanting To Expand Marketing/PR Firm,462xx,IL,10+ years,0
20000, ,331xx,FL,6 years,0
2500,Small Loan for Off-Campus Housing,303xx,GA,< 1 year,0
3200,personal loan to cover school and car,210xx,MD,< 1 year,0
5000,One monthy payment altogether!,786xx,TX,1 year,0
17500,Business Wanting to Expand,462xx,IL,5 years,0
13000,Looking to Consolidate 2 Credit Cards,941xx,CA,< 1 year,0
12500,Wanting To Expand,465xx,IL,5 years,0
20000,Credit Card Refinance,720xx,AR,6 years,0
7000,Payday Loan Payoff,985xx,WA,7 years,0
20000,Guaranteed income source to pay you back,276xx,SC,9 years,0
6000, ,351xx,AL,< 1 year,0
20000,pay off credit card with higher interest,067xx,CT,10+ years,0
1000,personal,774xx,TX,10+ years,0
2500,Medical Expenses,986xx,WA,< 1 year,0
4500,Debt Consolidation Loan,446xx,OH,< 1 year,0
20000,Need to get the stucco fixed on my house,908xx,CA,9 years,0
5000,Personal Loan,067xx,CT,1 year,0
10000,Consolidate Debt,175xx,PA,3 years,0
9500,School School School,770xx,TX,3 years,0
15000, ,114xx,NY,8 years,0
9700,My School,019xx,MA,4 years,0
17000,Refi BOA Card,731xx,OK,10+ years,0
9600,College,019xx,MA,3 years,0
20000, ,410xx,KY,5 years,0
10000,personal,930xx,CA,9 years,0
1500,Personal Loan,337xx,FL,< 1 year,0
5000,Loan refin,945xx,CA,10+ years,0
20000,Gamers Edge / We need this loan to expan,077xx,NJ,2 years,0
1000,Housing project,300xx,GA,7 years,0
3000,Separation Expenses,481xx,MI,4 years,0
12000,Credit Card Consolidation Loan,170xx,PA,10+ years,0
9000, ,606xx,IL,5 years,0
1500,Loan to cover deductible on car,958xx,CA,6 years,0
20000,debt free,928xx,CA,10+ years,0
20000,Home Improvement,600xx,IL,< 1 year,0
4500,Pay off credit card,727xx,AR,9 years,0
6000,Get out of dubt faster.,840xx,UT,5 years,0
7000,TO BUY A HOME,423xx,KY,6 years,0
2000,consolidation loan,295xx,SC,2 years,0
8000, ,790xx,TX,< 1 year,0
20000,Payoff Bank of America,403xx,KY,1 year,0
5000,BoA Debt Payoff,010xx,MA,2 years,0
20000,LivingSCAN next steps,945xx,CA,< 1 year,0
12000,Debt Free,330xx,FL,4 years,0
1000,emergency loan,161xx,PA,< 1 year,0
4500,Motorcycle,366xx,AL,1 year,0
4000,we need to move soon,120xx,NY,< 1 year,0
4725,Out of college and getting out of debt,303xx,GA,< 1 year,0
1000,security deposit,086xx,NJ,< 1 year,0
2000,looking for a car,138xx,NY,< 1 year,0
10000,Lower credit card interest rate,494xx,MI,6 years,0
15000,I need to consolidate my bills.,352xx,AL,< 1 year,0
20000,Major,113xx,NY,4 years,0
20000,New vendor opportunity,296xx,SC,< 1 year,0
20000,Get out of debt and open a business,714xx,LA,10+ years,0
6000, ,190xx,PA,3 years,0
7500,Personal Loan,331xx,FL,2 years,0
11000,consolidation loan,082xx,NJ,< 1 year,0
3000,Pool cleaning start up,954xx,CA,< 1 year,0
1000,i need this loan,142xx,NY,2 years,0
3000, ,114xx,NY,2 years,0
10000,Consolidate,705xx,LA,4 years,0
9500,moving,282xx,NY,< 1 year,0
10000,Senior Year Tuition loan,021xx,MA,3 years,0
2500,personal loan,021xx,MA,1 year,0
10000, ,080xx,NJ,< 1 year,0
20000, ,331xx,FL,10+ years,0
10000,CONSOLIDATION,490xx,MI,10+ years,0
17500,my loan,600xx,IL,4 years,0
7000,My used car loan,112xx,NY,< 1 year,0
3500,Boat and Trailer,432xx,OH,1 year,0
2000,Dental,720xx,AR,4 years,0
20000,refinancing credit cards,631xx,MO,8 years,0
2000,Severe Car Repairs,016xx,MA,< 1 year,0
10000,personal,483xx,MI,2 years,0
20000,GCA LC loan,920xx,CA,5 years,0
20000,PGA LC LOAN,920xx,CA,< 1 year,0
5000,loan needed for multiple use,322xx,FL,< 1 year,0
20000,consolidate debt and home improvement,480xx,MI,6 years,0
3000, ,553xx,MN,2 years,0
5000,Investing in my education,731xx,OK,< 1 year,0
6000, ,027xx,MA,1 year,0
20000,Business Loan  for Technology Firm ,945xx,CA,1 year,0
16500,Lower monthly payment for Car,070xx,NJ,7 years,0
20000,motocycle,115xx,NY,1 year,0
10250,debt reduction,217xx,MD,9 years,0
20000, ,606xx,IL,9 years,0
1000,bill bail out,967xx,HI,2 years,0
10000,USC Tuition,926xx,CA,< 1 year,0
1000,eye glasses laptop computer,067xx,CT,9 years,0
2000,fixing my house - fixing my credit,622xx,IL,1 year,0
5150,Motorcycle Loan Refinance,070xx,NJ,2 years,0
8000, ,953xx,CA,10+ years,0
5000,Loan for personal expenses,581xx,MN,1 year,0
5000, ,626xx,IL,4 years,0
7500, ,201xx,VA,6 years,0
1000,quick cash,985xx,WA,< 1 year,0
2000,debt releif,833xx,OK,< 1 year,0
1500,Roughneck in need,661xx,KS,1 year,0
2000,Student Loan,363xx,AL,< 1 year,0
20000,Expand our home for foster children ,781xx,TX,5 years,0
1000,Catching up with Life,109xx,NY,< 1 year,0
10000,debt repair and fresh start loan,232xx,VA,2 years,0
5000,Medical Bills,951xx,CA,< 1 year,0
6000,Toms,190xx,PA,3 years,0
5500,Bill Consolidation ,342xx,FL,10+ years,0
15000, ,481xx,MI,6 years,0
6000,help me to get on the right track,647xx,MO,2 years,0
4000, ,153xx,PA,1 year,0
1000,personal loan,631xx,MO,< 1 year,0
5000,business acquisition,291xx,SC,2 years,0
17000, ,656xx,MO,10+ years,0
8000,Debt consolidation,727xx,AR,10+ years,0
20000,Help me make repayment more reasonable ,787xx,TX,< 1 year,0
4500,Purchase of car,935xx,CA,< 1 year,0
6000, ,057xx,VT,4 years,0
4000,snowmobile loan,565xx,MN,4 years,0
2500,Personal,721xx,AR,7 years,0
19000,personal loand,925xx,CA,10+ years,0
10000,Closing the last of the credit cards.,932xx,CA,6 years,0
12000,Auto loan,070xx,NJ,3 years,0
15000, ,939xx,CA,6 years,0
20000,debts go away,597xx,MT,6 years,0
1500,Fix Auto,840xx,UT,1 year,0
20000,Starting a catering company,114xx,NY,< 1 year,0
4000,Purchase Honda Element EX,913xx,CA,5 years,0
1000,catch up car payment,317xx,GA,6 years,0
20000,New Innovative Internet Service Provider,486xx,MI,10+ years,0
5000,home improvements,480xx,MI,4 years,0
1400,Family Investment Loan,750xx,TX,< 1 year,0
3500,Emergency Auto Repair,223xx,VA,2 years,0
15000,Need Start Up $ For New Retail Business,302xx,GA,3 years,0
20000,Unsecured credit card consolidation,339xx,FL,10+ years,0
1000,personal,331xx,FL,9 years,0
6500,Consolidating Credit Card Debt,220xx,VA,2 years,0
16000,Home Improvement Loan,782xx,TX,10+ years,0
3400,home improvement loan,163xx,PA,10+ years,0
6000,70% Debt Consalidation 30% For Business ,480xx,MI,2 years,0
10000,Capital Equipment Purchase for Small Bus,853xx,AZ,< 1 year,0
3000,remodeling home,331xx,FL,9 years,0
15000,Credit Card Debt Consolidation Loan,112xx,NY,2 years,0
18000,The Get Myself Back on Track Loan,432xx,OH,4 years,0
15000,peace of mind,440xx,OH,5 years,0
9000,hard times make us stronger,280xx,SC,< 1 year,0
12000,Home Repair,324xx,FL,< 1 year,0
20000,Debt ,021xx,MA,2 years,0
3500, ,295xx,SC,1 year,0
3000,personal,620xx,IL,10+ years,0
20000,JAM debt,802xx,CO,6 years,0
3500,Mature wage earner seeking assistance,531xx,WV,10+ years,0
2000,Pay off car and get car fixed,232xx,VA,2 years,0
1200,Children and Bills,952xx,CA,10+ years,0
15000,Credit Card Consolidation,891xx,NV,3 years,0
1000,Household Expenses,756xx,TX,9 years,0
20000,Small Business loan ,087xx,NJ,2 years,0
20000, ,773xx,TX,1 year,0
15000,Student Loan,401xx,KY,10+ years,0
8000,personal,189xx,PA,5 years,0
2000,Desperately Need help,100xx,NY,4 years,0
20000,Debt Conlolidation,793xx,TX,3 years,0
7500,Medical expense,302xx,GA,6 years,0
7000, ,184xx,PA,< 1 year,0
3000,education,431xx,OH,10+ years,0
12000,Pay off credit card,175xx,PA,< 1 year,0
2000,expense,110xx,NY,< 1 year,0
1000,get around,921xx,CA,< 1 year,0
5000,personal,850xx,AZ,< 1 year,0
2000,truck driving school,298xx,SC,2 years,0
4500,unexpected expenses,607xx,IL,< 1 year,0
20000,First United Bank,950xx,CA,10+ years,0
1000,Refinancing ,303xx,GA,< 1 year,0
20000,New 30,086xx,NJ,10+ years,0
8000,pay off my three credit cards,486xx,MI,2 years,0
10500,Credit Card Consolidation,355xx,AL,5 years,0
4000,Consolidation Loan,366xx,AL,9 years,0
20000,consolidatingcreditdebt,063xx,CT,7 years,0
3500,Personal loan for debt and college,612xx,IL,2 years,0
1000,Estella,770xx,TX,4 years,0
5000,personal loan,016xx,MA,< 1 year,0
15000,Relief,440xx,OH,2 years,0
15000,Wright-Hock Wedding,598xx,MT,1 year,0
4000,second  car  ,182xx,PA,< 1 year,0
12000,My brother's wedding expenses,618xx,IL,4 years,0
5000, ,294xx,SC,2 years,0
8850, ,347xx,FL,3 years,0
10000,Trying to consolidate credit card debt,796xx,TX,6 years,0
20000,Renovation ,100xx,NY,5 years,0
20000,Vehicle Finance (have collateral),208xx,MD,1 year,0
20000,Business loan,110xx,NY,10+ years,0
15000, ,114xx,NY,1 year,0
5000,Help Me Help You Make Lots of $$$,295xx,SC,< 1 year,0
1800,atv purchase,140xx,NY,9 years,0
6000,Moving to Missouri,922xx,CA,2 years,0
20000,Dad's Shoppe Working Capital,852xx,AZ,< 1 year,0
20000,Help my son expand his business,305xx,GA,< 1 year,0
20000,iNVESTING IN EDUCATION,230xx,VA,1 year,0
17000,personal loan with lowest fixed rate,945xx,CA,10+ years,0
2650, ,241xx,VA,2 years,0
20000,2009 Credit Consolidation Package,347xx,FL,4 years,0
2000,Amanda Saxton- car,302xx,GA,1 year,0
1000,help me get my bills down,613xx,IL,7 years,0
2625,Attending Family re-union.,926xx,CA,9 years,0
9200, ,917xx,CA,3 years,0
15000, ,454xx,OH,2 years,0
19000,Trying to reduce my car payment,847xx,UT,6 years,0
20000,Needs lowere pmnts returning to college.,186xx,PA,< 1 year,0
3000,personal,850xx,AZ,5 years,0
4000,Looking for a personal loan,968xx,HI,1 year,0
2000,Screen Printing ,610xx,IL,1 year,0
9500,want to do whats right,336xx,FL,5 years,0
15000, ,539xx,WI,3 years,0
5000,bank of america credit card payoff,463xx,IL,4 years,0
5000,Car Loan Help,212xx,GA,5 years,0
1000,medical bills l;i,212xx,MD,5 years,0
18000, ,900xx,CA,1 year,0
20000,Personal Loan,950xx,CA,1 year,0
5000,car ,233xx,VA,3 years,0
10000, ,622xx,IL,10+ years,0
19000,pay off high card,114xx,NY,3 years,0
25000,Debt Consolidation to Save Money,926xx,CA,< 1 year,0
10000,Debt Condolidation Loan,221xx,VA,< 1 year,0
17000,Home Improvement,937xx,CA,1 year,0
17300,student loan,577xx,SD,10+ years,0
10000,Debt consolidation,109xx,NY,2 years,0
10000,Help a good journalist pay down debt!,900xx,CA,4 years,0
3000,Funding For LLC,554xx,MN,1 year,0
23000, ,070xx,NJ,< 1 year,0
4000, ,891xx,NV,5 years,0
20000,Debt Consolidation Loan,945xx,CA,< 1 year,0
20000,refinance a car loan that i have,400xx,KY,10+ years,0
2000,survival,970xx,OR,10+ years,0
1500,Getting out of debit,014xx,MA,< 1 year,0
20000,Medical School/Small business,648xx,MO,9 years,0
20000,Rehab Loan,301xx,GA,1 year,0
2000,RG PERSONAL LOAN,331xx,FL,3 years,0
14500, ,209xx,MD,< 1 year,0
13000, ,023xx,MA,3 years,0
2500,The Finishing Touches,326xx,FL,2 years,0
20000,James,913xx,CA,2 years,0
15500,2008 Harley Davidson FLTR,721xx,AR,10+ years,0
20000, ,481xx,MI,3 years,0
6000,Utility Footwear Shoe Company,941xx,CA,1 year,0
20000,Home Imporvement,115xx,NY,4 years,0
20000,SOS!!!!!!!,102xx,NY,7 years,0
12000,need a fresh start,799xx,TX,8 years,0
15000,Putting my monthly payments into one ,365xx,AL,10+ years,0
6000, ,131xx,NY,< 1 year,0
15000, ,951xx,CA,< 1 year,0
3500,Payoff,088xx,NJ,4 years,0
20000,Stock Trading Capital,981xx,WA,4 years,0
3000,Consolidate my debt,130xx,NY,4 years,0
5000,Repair Roof,020xx,MA,< 1 year,0
3000,Want to consolidate debt,076xx,NJ,4 years,0
6000,Brad Bronson - Student Loan,170xx,PA,< 1 year,0
20000, Financial Indenpentant ,207xx,MD,10+ years,0
12000,Auto Purchase,843xx,UT,1 year,0
20000,"Need for Purchase of a Bakery, Catering",890xx,NV,3 years,0
18000, ,549xx,WI,6 years,0
1700, ,154xx,PA,1 year,0
10000,Debt Consolidation,111xx,NY,< 1 year,0
5000,getting things back on track,140xx,NY,1 year,0
2000,Pay Off Credit Card,449xx,OH,1 year,0
2000,Desperate Teacher needs help moving,329xx,FL,4 years,0
2000,help to pay medical bills,982xx,WA,6 years,0
5000, ,335xx,FL,< 1 year,0
5000,Credit Card Consolidation Loans,770xx,TX,1 year,0
20000,I.M DC2009,190xx,PA,10+ years,0
20000, ,133xx,NY,10+ years,0
1000,Combining two households,986xx,WA,1 year,0
20000,payoff,136xx,NY,10+ years,0
20000,Working Capital,334xx,FL,10+ years,0
1500,Deployment Preparation,221xx,VA,2 years,0
13000,Need One payment,480xx,MI,7 years,0
8000,Teeth Bracers,950xx,CA,5 years,0
10000,Personal,609xx,IL,4 years,0
20000,Looking to rebuild my credit ,191xx,PA,1 year,0
10000,Consolidation,609xx,IL,4 years,0
13000,loan application,763xx,TX,6 years,0
1000,Help me attend school!,700xx,LA,< 1 year,0
20000,Credit Cards,106xx,NY,< 1 year,0
20000,Consolidation Loan,990xx,WA,5 years,0
1000,money for dental expense,355xx,AL,9 years,0
15000,I Love Music Tour,322xx,FL,3 years,0
3000,Good car loan for good car deal,941xx,CA,< 1 year,0
1000,Emergency Loan,191xx,PA,1 year,0
15000,DIverse Property Solutions,890xx,NV,2 years,0
6000, ,328xx,FL,3 years,0
3000,my loan,936xx,CA,< 1 year,0
5000,Money to buy car & pay off old debt ,606xx,IL,< 1 year,0
15000,Credit Card Reduction,234xx,VA,6 years,0
7500,Consolidate debt into one payment/month,606xx,IL,4 years,0
15000,StephULoan,410xx,KY,< 1 year,0
8000,Debt Consolidation,287xx,NJ,10+ years,0
3000,New Apartment,787xx,TX,< 1 year,0
17000,Lower monthly payment of current loan,295xx,SC,2 years,0
3000,personel,217xx,MD,3 years,0
14000,Semester Tuition,891xx,NV,< 1 year,0
20000,Business loan,285xx,SC,10+ years,0
5000,Paying Bills Off,705xx,TX,3 years,0
