loan_amnt,purpose,zip_code,State,emp_length,label
12850,debt_consolidation,302xx,GA,2 years,1
21400,debt_consolidation,070xx,NJ,8 years,1
17700,debt_consolidation,452xx,OH,10+ years,1
20000,debt_consolidation,907xx,CA,1 year,1
8000,other,021xx,MA,8 years,1
34000,debt_consolidation,917xx,CA,3 years,1
3600,debt_consolidation,781xx,TX,10+ years,1
22000,credit_card,175xx,PA,2 years,1
20000,major_purchase,190xx,PA,8 years,1
10000,debt_consolidation,207xx,MD,2 years,1
8000,major_purchase,900xx,CA,10+ years,1
12000,other,328xx,FL,10+ years,1
8450,debt_consolidation,804xx,CO,6 years,1
15000,credit_card,330xx,FL,10+ years,1
32000,debt_consolidation,770xx,TX,7 years,1
28000,home_improvement,605xx,IL,10+ years,1
20000,debt_consolidation,074xx,NJ,10+ years,1
11500,debt_consolidation,462xx,IN,5 years,1
25000,credit_card,618xx,IL,unknown,1
5400,debt_consolidation,471xx,IN,10+ years,1
15000,debt_consolidation,760xx,TX,10+ years,1
30000,home_improvement,750xx,TX,8 years,1
32000,credit_card,396xx,MS,10+ years,1
14000,debt_consolidation,142xx,NY,10+ years,1
20000,debt_consolidation,027xx,MA,3 years,1
12000,credit_card,286xx,NC,4 years,1
20000,debt_consolidation,805xx,CO,5 years,1
28000,credit_card,900xx,CA,10+ years,1
18000,debt_consolidation,299xx,SC,2 years,1
21000,debt_consolidation,231xx,VA,7 years,1
14400,debt_consolidation,773xx,TX,5 years,1
24000,credit_card,559xx,MN,10+ years,1
25000,debt_consolidation,919xx,CA,10+ years,1
12000,debt_consolidation,179xx,PA,2 years,1
9600,debt_consolidation,410xx,KY,1 year,1
5150,debt_consolidation,432xx,OH,1 year,1
14400,credit_card,021xx,MA,< 1 year,1
11000,credit_card,908xx,CA,< 1 year,1
1500,car,334xx,FL,4 years,1
18000,debt_consolidation,381xx,TN,4 years,1
3000,credit_card,639xx,MO,4 years,1
6000,home_improvement,196xx,PA,5 years,1
5000,credit_card,334xx,FL,3 years,1
15000,debt_consolidation,712xx,LA,2 years,1
20000,debt_consolidation,300xx,GA,10+ years,1
15000,debt_consolidation,064xx,CT,10+ years,1
15000,home_improvement,334xx,FL,10+ years,1
15000,debt_consolidation,024xx,MA,< 1 year,1
11550,debt_consolidation,305xx,GA,2 years,1
8825,other,083xx,NJ,3 years,1
35000,debt_consolidation,801xx,CO,10+ years,1
21000,home_improvement,330xx,FL,9 years,1
2400,debt_consolidation,104xx,NY,1 year,1
24000,debt_consolidation,809xx,CO,3 years,1
21750,credit_card,787xx,TX,10+ years,1
10500,debt_consolidation,038xx,NH,10+ years,1
23100,home_improvement,292xx,SC,5 years,1
25000,debt_consolidation,070xx,NJ,2 years,1
10000,debt_consolidation,173xx,PA,4 years,1
25000,credit_card,941xx,CA,7 years,1
30000,debt_consolidation,028xx,RI,10+ years,1
15000,debt_consolidation,809xx,CO,1 year,1
32000,debt_consolidation,450xx,OH,2 years,1
30000,debt_consolidation,945xx,CA,1 year,1
11200,debt_consolidation,191xx,PA,2 years,1
6000,debt_consolidation,600xx,IL,10+ years,1
4800,debt_consolidation,945xx,CA,10+ years,1
24000,debt_consolidation,908xx,CA,2 years,1
2000,small_business,064xx,CT,< 1 year,1
12000,debt_consolidation,208xx,MD,< 1 year,1
5000,home_improvement,812xx,CO,10+ years,1
4000,debt_consolidation,945xx,CA,9 years,1
5000,home_improvement,142xx,NY,1 year,1
10200,debt_consolidation,070xx,NJ,10+ years,1
10000,debt_consolidation,944xx,CA,8 years,1
35000,credit_card,344xx,FL,4 years,1
20000,debt_consolidation,554xx,MN,< 1 year,1
15000,debt_consolidation,142xx,NY,10+ years,1
20000,debt_consolidation,159xx,PA,10+ years,1
15000,home_improvement,371xx,TN,3 years,1
31600,debt_consolidation,218xx,MD,< 1 year,1
7000,home_improvement,103xx,NY,10+ years,1
28000,debt_consolidation,857xx,AZ,6 years,1
33100,debt_consolidation,770xx,TX,4 years,1
7200,debt_consolidation,926xx,CA,5 years,1
6000,debt_consolidation,117xx,NY,10+ years,1
23225,debt_consolidation,181xx,PA,9 years,1
15800,debt_consolidation,280xx,NC,10+ years,1
18250,debt_consolidation,972xx,OR,1 year,1
25000,debt_consolidation,766xx,TX,10+ years,1
12000,debt_consolidation,933xx,CA,10+ years,1
8000,home_improvement,782xx,TX,10+ years,1
27600,debt_consolidation,190xx,PA,8 years,1
20000,other,108xx,NY,9 years,1
10000,debt_consolidation,770xx,TX,10+ years,1
30000,debt_consolidation,600xx,IL,10+ years,1
6500,debt_consolidation,307xx,GA,unknown,1
5600,other,787xx,TX,5 years,1
2750,other,207xx,MD,10+ years,1
12000,debt_consolidation,604xx,IL,10+ years,1
6500,debt_consolidation,282xx,NC,< 1 year,1
8000,major_purchase,774xx,TX,4 years,1
12450,debt_consolidation,750xx,TX,3 years,1
3000,debt_consolidation,948xx,CA,unknown,1
9000,credit_card,625xx,IL,unknown,1
5500,other,775xx,TX,10+ years,1
25000,debt_consolidation,190xx,PA,10+ years,1
15000,debt_consolidation,923xx,CA,2 years,1
21950,credit_card,890xx,NV,2 years,1
5300,debt_consolidation,601xx,IL,< 1 year,1
27600,other,799xx,TX,9 years,1
20000,debt_consolidation,117xx,NY,6 years,1
8000,other,612xx,IL,10+ years,1
2000,debt_consolidation,973xx,OR,1 year,1
26625,debt_consolidation,941xx,CA,10+ years,1
4800,car,228xx,VA,2 years,1
5000,home_improvement,307xx,GA,8 years,1
18000,credit_card,706xx,LA,6 years,1
7000,credit_card,105xx,NY,< 1 year,1
35000,home_improvement,672xx,KS,3 years,1
10650,credit_card,119xx,NY,3 years,1
24000,debt_consolidation,166xx,PA,< 1 year,1
10000,debt_consolidation,421xx,KY,< 1 year,1
24000,home_improvement,920xx,CA,10+ years,1
5250,debt_consolidation,645xx,MO,5 years,1
19200,debt_consolidation,021xx,MA,1 year,1
15000,credit_card,601xx,IL,unknown,1
19200,home_improvement,852xx,AZ,2 years,1
8500,debt_consolidation,910xx,CA,unknown,1
16000,debt_consolidation,600xx,IL,2 years,1
18400,debt_consolidation,780xx,TX,4 years,1
9000,car,024xx,MA,< 1 year,1
11000,debt_consolidation,943xx,CA,3 years,1
18000,debt_consolidation,853xx,AZ,4 years,1
30000,debt_consolidation,604xx,IL,10+ years,1
5000,debt_consolidation,325xx,FL,5 years,1
6000,small_business,853xx,AZ,1 year,1
20000,debt_consolidation,301xx,GA,1 year,1
12000,debt_consolidation,933xx,CA,unknown,1
2000,other,774xx,TX,2 years,1
25000,debt_consolidation,949xx,CA,3 years,1
18000,credit_card,855xx,AZ,10+ years,1
1200,moving,190xx,PA,10+ years,1
7500,debt_consolidation,622xx,IL,2 years,1
24000,credit_card,140xx,NY,9 years,1
6000,debt_consolidation,115xx,NY,4 years,1
6000,debt_consolidation,550xx,MN,< 1 year,1
30000,credit_card,206xx,MD,10+ years,1
12000,debt_consolidation,322xx,FL,4 years,1
18400,debt_consolidation,606xx,IL,10+ years,1
5300,debt_consolidation,924xx,CA,9 years,1
5000,other,208xx,MD,unknown,1
28475,debt_consolidation,883xx,NM,10+ years,1
9600,debt_consolidation,104xx,NY,10+ years,1
25000,credit_card,773xx,TX,3 years,1
21500,credit_card,560xx,MN,4 years,1
25000,major_purchase,086xx,NJ,2 years,1
35000,credit_card,300xx,GA,< 1 year,1
10000,debt_consolidation,376xx,TN,10+ years,1
6000,debt_consolidation,331xx,FL,4 years,1
4000,debt_consolidation,461xx,IN,7 years,1
8000,debt_consolidation,608xx,IL,7 years,1
30000,debt_consolidation,112xx,NY,10+ years,1
25000,credit_card,983xx,WA,4 years,1
8000,other,480xx,MI,2 years,1
22050,debt_consolidation,488xx,MI,3 years,1
14000,home_improvement,100xx,NY,< 1 year,1
5000,debt_consolidation,540xx,WI,10+ years,1
15000,credit_card,774xx,TX,10+ years,1
24000,debt_consolidation,945xx,CA,8 years,1
12000,debt_consolidation,305xx,GA,10+ years,1
19200,credit_card,300xx,GA,4 years,1
35000,credit_card,180xx,PA,10+ years,1
24425,debt_consolidation,880xx,NM,8 years,1
12000,small_business,112xx,NY,1 year,1
16000,debt_consolidation,546xx,WI,< 1 year,1
5000,home_improvement,444xx,OH,9 years,1
35000,credit_card,945xx,CA,3 years,1
5000,debt_consolidation,550xx,MN,4 years,1
11200,debt_consolidation,619xx,IL,unknown,1
14175,major_purchase,323xx,FL,10+ years,1
25000,debt_consolidation,302xx,GA,10+ years,1
14775,debt_consolidation,900xx,CA,10+ years,1
12000,debt_consolidation,547xx,WI,< 1 year,1
4200,renewable_energy,328xx,FL,10+ years,1
10000,debt_consolidation,573xx,SD,6 years,1
18000,debt_consolidation,750xx,TX,2 years,1
30000,debt_consolidation,112xx,NY,10+ years,1
10875,house,135xx,NY,3 years,1
15850,debt_consolidation,911xx,CA,unknown,1
10000,debt_consolidation,543xx,WI,< 1 year,1
12000,home_improvement,928xx,CA,unknown,1
20250,debt_consolidation,857xx,AZ,10+ years,1
16000,debt_consolidation,451xx,OH,10+ years,1
30000,debt_consolidation,358xx,AL,10+ years,1
20000,credit_card,535xx,WI,8 years,1
1400,medical,922xx,CA,5 years,1
25000,debt_consolidation,710xx,LA,10+ years,1
10000,credit_card,043xx,ME,10+ years,1
21600,credit_card,113xx,NY,2 years,1
2000,car,125xx,NY,10+ years,1
15000,debt_consolidation,913xx,CA,4 years,1
15850,debt_consolidation,600xx,IL,2 years,1
16000,credit_card,305xx,GA,< 1 year,1
12000,debt_consolidation,210xx,MD,2 years,1
4000,debt_consolidation,604xx,IL,10+ years,1
20000,debt_consolidation,774xx,TX,10+ years,1
18600,other,760xx,TX,9 years,1
17800,debt_consolidation,956xx,CA,3 years,1
23000,credit_card,850xx,AZ,8 years,1
10000,debt_consolidation,787xx,TX,3 years,1
12550,debt_consolidation,180xx,PA,10+ years,1
2125,car,935xx,CA,10+ years,1
3000,credit_card,605xx,IL,< 1 year,1
16000,credit_card,305xx,GA,7 years,1
6000,debt_consolidation,662xx,KS,< 1 year,1
12000,home_improvement,233xx,VA,4 years,1
10000,debt_consolidation,372xx,TN,< 1 year,1
12750,house,799xx,TX,4 years,1
17000,debt_consolidation,060xx,CT,10+ years,1
10400,credit_card,327xx,FL,3 years,1
15000,credit_card,891xx,NV,2 years,1
15000,debt_consolidation,481xx,MI,10+ years,1
11000,debt_consolidation,945xx,CA,3 years,1
10000,debt_consolidation,944xx,CA,3 years,1
10000,home_improvement,338xx,FL,10+ years,1
10000,credit_card,927xx,CA,3 years,1
35000,credit_card,040xx,ME,8 years,1
24000,debt_consolidation,775xx,TX,10+ years,1
10000,credit_card,488xx,MI,10+ years,1
4000,credit_card,218xx,MD,7 years,1
30000,debt_consolidation,613xx,IL,10+ years,1
22300,other,859xx,AZ,< 1 year,1
16800,debt_consolidation,254xx,WV,< 1 year,1
13000,car,935xx,CA,10+ years,1
6400,medical,149xx,NY,6 years,1
16000,home_improvement,231xx,VA,3 years,1
18000,debt_consolidation,902xx,CA,3 years,1
15000,other,017xx,MA,10+ years,1
20000,home_improvement,400xx,KY,< 1 year,1
19325,debt_consolidation,951xx,CA,8 years,1
18000,credit_card,148xx,NY,1 year,1
3250,home_improvement,110xx,NY,10+ years,1
20000,credit_card,930xx,CA,2 years,1
15000,credit_card,068xx,CT,< 1 year,1
6000,car,303xx,GA,8 years,1
12000,credit_card,445xx,OH,10+ years,1
24000,debt_consolidation,945xx,CA,10+ years,1
8000,debt_consolidation,785xx,TX,6 years,1
8000,credit_card,391xx,MS,10+ years,1
11775,credit_card,189xx,PA,2 years,1
20000,other,115xx,NY,10+ years,1
2200,major_purchase,752xx,TX,2 years,1
7800,major_purchase,212xx,MD,6 years,1
20000,debt_consolidation,953xx,CA,unknown,1
20000,debt_consolidation,731xx,OK,8 years,1
24000,debt_consolidation,128xx,NY,10+ years,1
18000,credit_card,209xx,MD,9 years,1
12000,debt_consolidation,925xx,CA,8 years,1
12000,other,275xx,NC,10+ years,1
16000,debt_consolidation,284xx,NC,< 1 year,1
19125,credit_card,381xx,TN,< 1 year,1
14000,credit_card,648xx,MO,10+ years,1
20000,credit_card,960xx,CA,10+ years,1
12000,credit_card,191xx,PA,10+ years,1
5350,home_improvement,804xx,CO,8 years,1
25000,home_improvement,950xx,CA,unknown,1
3600,debt_consolidation,730xx,OK,5 years,1
12000,debt_consolidation,857xx,AZ,4 years,1
11600,debt_consolidation,852xx,AZ,< 1 year,1
18000,debt_consolidation,770xx,TX,2 years,1
10000,credit_card,111xx,NY,4 years,1
4200,debt_consolidation,112xx,NY,1 year,1
14400,debt_consolidation,156xx,PA,10+ years,1
2425,debt_consolidation,743xx,OK,2 years,1
8400,other,770xx,TX,< 1 year,1
19175,debt_consolidation,980xx,WA,< 1 year,1
6500,debt_consolidation,658xx,MO,3 years,1
16900,credit_card,841xx,UT,1 year,1
13000,home_improvement,749xx,OK,< 1 year,1
32200,debt_consolidation,334xx,FL,unknown,1
20000,debt_consolidation,900xx,CA,9 years,1
30000,debt_consolidation,890xx,NV,10+ years,1
5000,debt_consolidation,750xx,TX,8 years,1
30875,debt_consolidation,076xx,NJ,10+ years,1
17000,credit_card,852xx,AZ,10+ years,1
29450,debt_consolidation,786xx,TX,3 years,1
16500,credit_card,032xx,NH,1 year,1
21575,debt_consolidation,113xx,NY,unknown,1
8000,credit_card,444xx,OH,8 years,1
13300,debt_consolidation,949xx,CA,8 years,1
9000,debt_consolidation,927xx,CA,unknown,1
10000,debt_consolidation,331xx,FL,1 year,1
9825,credit_card,959xx,CA,2 years,1
14900,credit_card,906xx,CA,7 years,1
7500,debt_consolidation,280xx,NC,< 1 year,1
20600,debt_consolidation,937xx,CA,5 years,1
5300,debt_consolidation,281xx,NC,10+ years,1
16800,credit_card,372xx,TN,4 years,1
10000,credit_card,117xx,NY,3 years,1
35000,credit_card,480xx,MI,10+ years,1
25000,debt_consolidation,295xx,SC,10+ years,1
11000,debt_consolidation,941xx,CA,< 1 year,1
7525,other,587xx,ND,3 years,1
5000,credit_card,604xx,IL,< 1 year,1
4550,credit_card,321xx,FL,1 year,1
5000,home_improvement,913xx,CA,10+ years,1
5000,debt_consolidation,606xx,IL,9 years,1
30000,debt_consolidation,468xx,IN,3 years,1
9000,credit_card,152xx,PA,2 years,1
20000,debt_consolidation,740xx,OK,10+ years,1
24000,debt_consolidation,283xx,NC,10+ years,1
6500,credit_card,140xx,NY,10+ years,1
30000,home_improvement,086xx,NJ,10+ years,1
10000,debt_consolidation,073xx,NJ,10+ years,1
8000,credit_card,403xx,KY,10+ years,1
20000,home_improvement,087xx,NJ,unknown,1
7200,credit_card,076xx,NJ,3 years,1
15000,home_improvement,100xx,NY,7 years,1
20000,credit_card,926xx,CA,5 years,1
14400,debt_consolidation,604xx,IL,1 year,1
10000,debt_consolidation,542xx,WI,10+ years,1
10000,debt_consolidation,040xx,ME,10+ years,1
24525,debt_consolidation,010xx,MA,4 years,1
9000,credit_card,223xx,VA,4 years,1
18000,debt_consolidation,191xx,PA,5 years,1
5950,credit_card,328xx,FL,4 years,1
10400,debt_consolidation,761xx,TX,4 years,1
9000,debt_consolidation,802xx,CO,3 years,1
24200,credit_card,278xx,NC,10+ years,1
20000,debt_consolidation,112xx,NY,10+ years,1
35000,debt_consolidation,146xx,NY,8 years,1
10000,debt_consolidation,310xx,GA,6 years,1
12000,debt_consolidation,604xx,IL,1 year,1
13000,credit_card,232xx,VA,10+ years,1
28000,home_improvement,117xx,NY,3 years,1
20575,debt_consolidation,381xx,TN,1 year,1
20000,debt_consolidation,800xx,CO,9 years,1
10000,debt_consolidation,361xx,AL,3 years,1
29000,debt_consolidation,958xx,CA,10+ years,1
8875,debt_consolidation,961xx,CA,10+ years,1
13000,debt_consolidation,919xx,CA,10+ years,1
15000,credit_card,654xx,MO,2 years,1
14000,debt_consolidation,945xx,CA,7 years,1
30000,debt_consolidation,799xx,TX,10+ years,1
10400,debt_consolidation,804xx,CO,10+ years,1
16275,debt_consolidation,313xx,GA,2 years,1
9000,debt_consolidation,917xx,CA,8 years,1
10000,debt_consolidation,346xx,FL,1 year,1
35000,debt_consolidation,600xx,IL,6 years,1
24000,credit_card,300xx,GA,5 years,1
5350,credit_card,900xx,CA,2 years,1
28875,debt_consolidation,902xx,CA,< 1 year,1
15000,debt_consolidation,458xx,OH,10+ years,1
20000,credit_card,758xx,TX,3 years,1
15000,credit_card,657xx,MO,5 years,1
3000,debt_consolidation,677xx,KS,4 years,1
16000,debt_consolidation,021xx,MA,10+ years,1
5000,other,104xx,NY,unknown,1
14000,credit_card,079xx,NJ,10+ years,1
28000,debt_consolidation,951xx,CA,< 1 year,1
28000,debt_consolidation,303xx,GA,10+ years,1
22925,major_purchase,770xx,TX,2 years,1
15600,debt_consolidation,647xx,MO,10+ years,1
19200,debt_consolidation,605xx,IL,8 years,1
17400,debt_consolidation,060xx,CT,2 years,1
15000,credit_card,553xx,MN,6 years,1
22800,debt_consolidation,922xx,CA,8 years,1
21000,debt_consolidation,958xx,CA,5 years,1
35000,debt_consolidation,787xx,TX,3 years,1
15000,credit_card,441xx,OH,unknown,1
35000,home_improvement,300xx,GA,< 1 year,1
12000,credit_card,618xx,IL,< 1 year,1
35000,credit_card,132xx,NY,7 years,1
3000,other,613xx,IL,< 1 year,1
15000,debt_consolidation,275xx,NC,10+ years,1
14000,credit_card,100xx,NY,10+ years,1
21000,debt_consolidation,445xx,OH,4 years,1
15200,debt_consolidation,390xx,MS,10+ years,1
5000,debt_consolidation,723xx,AR,unknown,1
19000,debt_consolidation,891xx,NV,2 years,1
28000,credit_card,752xx,TX,7 years,1
25500,debt_consolidation,331xx,FL,9 years,1
30000,debt_consolidation,309xx,GA,10+ years,1
22800,home_improvement,616xx,IL,5 years,1
16500,debt_consolidation,302xx,GA,2 years,1
13000,debt_consolidation,605xx,IL,2 years,1
20000,debt_consolidation,212xx,MD,10+ years,1
30000,debt_consolidation,325xx,FL,10+ years,1
19000,debt_consolidation,974xx,OR,10+ years,1
4200,other,995xx,AK,10+ years,1
15000,debt_consolidation,751xx,TX,7 years,1
12000,credit_card,921xx,CA,5 years,1
20000,home_improvement,334xx,FL,10+ years,1
20000,debt_consolidation,336xx,FL,9 years,1
7200,debt_consolidation,926xx,CA,5 years,1
25000,debt_consolidation,850xx,AZ,2 years,1
18000,debt_consolidation,452xx,OH,7 years,1
9000,credit_card,700xx,LA,8 years,1
13000,credit_card,922xx,CA,10+ years,1
10000,credit_card,983xx,WA,3 years,1
20000,house,940xx,CA,4 years,1
6000,debt_consolidation,349xx,FL,1 year,1
16000,credit_card,109xx,NY,10+ years,1
24000,debt_consolidation,283xx,NC,10+ years,1
5000,debt_consolidation,432xx,OH,1 year,1
10000,medical,980xx,WA,4 years,1
7500,debt_consolidation,074xx,NJ,10+ years,1
6000,home_improvement,482xx,MI,unknown,1
21000,credit_card,926xx,CA,10+ years,1
35000,debt_consolidation,074xx,NJ,10+ years,1
12000,debt_consolidation,064xx,CT,2 years,1
35000,credit_card,752xx,TX,10+ years,1
35000,debt_consolidation,921xx,CA,7 years,1
5000,debt_consolidation,775xx,TX,< 1 year,1
9600,debt_consolidation,775xx,TX,2 years,1
35000,debt_consolidation,104xx,NY,< 1 year,1
10000,home_improvement,925xx,CA,9 years,1
12000,credit_card,117xx,NY,8 years,1
15000,credit_card,600xx,IL,4 years,1
22500,home_improvement,850xx,AZ,7 years,1
8000,credit_card,672xx,KS,10+ years,1
16800,debt_consolidation,080xx,NJ,4 years,1
12000,credit_card,064xx,CT,< 1 year,1
19625,credit_card,581xx,ND,2 years,1
10000,medical,480xx,MI,10+ years,1
24000,debt_consolidation,087xx,NJ,10+ years,1
35000,credit_card,220xx,VA,10+ years,1
10000,debt_consolidation,300xx,GA,4 years,1
23975,credit_card,601xx,IL,10+ years,1
6375,major_purchase,207xx,MD,3 years,1
18600,debt_consolidation,390xx,MS,< 1 year,1
20650,debt_consolidation,903xx,CA,unknown,1
7200,credit_card,604xx,IL,< 1 year,1
4400,debt_consolidation,800xx,CO,2 years,1
25000,credit_card,940xx,CA,10+ years,1
5000,debt_consolidation,171xx,PA,< 1 year,1
12175,debt_consolidation,274xx,NC,3 years,1
18675,debt_consolidation,394xx,MS,10+ years,1
12000,debt_consolidation,972xx,OR,< 1 year,1
14175,debt_consolidation,681xx,NE,< 1 year,1
21000,credit_card,958xx,CA,5 years,1
14000,debt_consolidation,553xx,MN,4 years,1
24000,credit_card,581xx,ND,10+ years,1
6225,debt_consolidation,303xx,GA,3 years,1
35000,home_improvement,113xx,NY,7 years,1
10000,debt_consolidation,660xx,KS,unknown,1
12050,medical,951xx,CA,10+ years,1
16800,debt_consolidation,060xx,CT,8 years,1
25000,debt_consolidation,980xx,WA,8 years,1
10000,debt_consolidation,278xx,NC,10+ years,1
18000,credit_card,756xx,TX,10+ years,1
9225,debt_consolidation,430xx,OH,8 years,1
35000,debt_consolidation,941xx,CA,10+ years,1
7625,debt_consolidation,560xx,MN,10+ years,1
34000,debt_consolidation,925xx,CA,10+ years,1
19200,credit_card,223xx,VA,4 years,1
3200,home_improvement,777xx,TX,10+ years,1
25000,credit_card,342xx,FL,10+ years,1
20000,credit_card,464xx,IN,10+ years,1
22400,debt_consolidation,060xx,CT,10+ years,1
4000,credit_card,486xx,MI,10+ years,1
16000,credit_card,086xx,NJ,10+ years,1
20000,medical,945xx,CA,< 1 year,1
15000,credit_card,074xx,NJ,< 1 year,1
8000,credit_card,934xx,CA,unknown,1
24000,moving,986xx,WA,< 1 year,1
10000,other,363xx,AL,10+ years,1
8000,credit_card,337xx,FL,10+ years,1
10000,credit_card,926xx,CA,< 1 year,1
12000,credit_card,761xx,TX,10+ years,1
14000,debt_consolidation,330xx,FL,8 years,1
5500,credit_card,980xx,WA,2 years,1
12000,debt_consolidation,299xx,SC,1 year,1
16000,debt_consolidation,735xx,OK,6 years,1
35000,debt_consolidation,184xx,PA,10+ years,1
15750,credit_card,488xx,MI,< 1 year,1
10400,debt_consolidation,802xx,CO,< 1 year,1
10000,debt_consolidation,863xx,AZ,2 years,1
20000,home_improvement,559xx,MN,8 years,1
9600,debt_consolidation,618xx,IL,10+ years,1
12000,debt_consolidation,274xx,NC,10+ years,1
10400,debt_consolidation,844xx,UT,7 years,1
16000,credit_card,713xx,LA,5 years,1
10350,debt_consolidation,731xx,OK,unknown,1
15000,debt_consolidation,894xx,NV,10+ years,1
24750,debt_consolidation,770xx,TX,9 years,1
8000,credit_card,750xx,TX,3 years,1
2100,debt_consolidation,295xx,SC,10+ years,1
10000,debt_consolidation,070xx,NJ,4 years,1
11200,debt_consolidation,701xx,LA,3 years,1
15000,other,199xx,DE,5 years,1
22000,debt_consolidation,990xx,WA,1 year,1
20000,debt_consolidation,604xx,IL,9 years,1
12000,credit_card,917xx,CA,10+ years,1
14950,debt_consolidation,762xx,TX,6 years,1
10000,debt_consolidation,606xx,IL,< 1 year,1
18000,debt_consolidation,640xx,MO,10+ years,1
35000,debt_consolidation,853xx,AZ,8 years,1
20000,debt_consolidation,077xx,NJ,4 years,1
35000,debt_consolidation,925xx,CA,7 years,1
30000,debt_consolidation,804xx,CO,10+ years,1
18000,debt_consolidation,305xx,GA,10+ years,1
8500,major_purchase,809xx,CO,3 years,1
10000,debt_consolidation,113xx,NY,10+ years,1
19200,credit_card,064xx,CT,10+ years,1
30000,debt_consolidation,917xx,CA,8 years,1
27950,home_improvement,871xx,NM,10+ years,1
10825,debt_consolidation,994xx,WA,10+ years,1
20225,debt_consolidation,962xx,CA,10+ years,1
7000,debt_consolidation,323xx,FL,10+ years,1
21000,debt_consolidation,422xx,KY,7 years,1
5000,major_purchase,559xx,MN,10+ years,1
8600,debt_consolidation,917xx,CA,6 years,1
15000,debt_consolidation,939xx,CA,10+ years,1
25000,debt_consolidation,945xx,CA,10+ years,1
24000,debt_consolidation,454xx,OH,8 years,1
10800,debt_consolidation,460xx,IN,10+ years,1
15000,debt_consolidation,532xx,WI,< 1 year,1
12000,debt_consolidation,852xx,AZ,2 years,1
16000,credit_card,077xx,NJ,10+ years,1
5000,debt_consolidation,551xx,MN,10+ years,1
10000,debt_consolidation,212xx,MD,10+ years,1
3000,debt_consolidation,923xx,CA,< 1 year,1
15000,debt_consolidation,875xx,NM,1 year,1
29750,debt_consolidation,080xx,NJ,6 years,1
14400,credit_card,327xx,FL,3 years,1
8400,debt_consolidation,030xx,NH,< 1 year,1
16000,credit_card,010xx,MA,10+ years,1
13325,debt_consolidation,605xx,IL,10+ years,1
6000,home_improvement,815xx,CO,unknown,1
35000,debt_consolidation,103xx,NY,unknown,1
20000,debt_consolidation,958xx,CA,1 year,1
7000,debt_consolidation,328xx,FL,1 year,1
10000,debt_consolidation,130xx,NY,10+ years,1
15000,debt_consolidation,921xx,CA,3 years,1
12000,debt_consolidation,070xx,NJ,10+ years,1
16000,debt_consolidation,928xx,CA,7 years,1
10000,other,100xx,NY,5 years,1
18000,debt_consolidation,117xx,NY,10+ years,1
10000,debt_consolidation,863xx,AZ,4 years,1
27175,debt_consolidation,850xx,AZ,1 year,1
24000,debt_consolidation,705xx,LA,4 years,1
3700,home_improvement,441xx,OH,10+ years,1
10000,credit_card,320xx,FL,unknown,1
6000,debt_consolidation,302xx,GA,< 1 year,1
10500,credit_card,368xx,AL,5 years,1
12000,debt_consolidation,329xx,FL,unknown,1
10500,debt_consolidation,100xx,NY,< 1 year,1
12000,major_purchase,940xx,CA,1 year,1
24000,credit_card,064xx,CT,10+ years,1
21000,debt_consolidation,773xx,TX,7 years,1
21000,debt_consolidation,551xx,MN,10+ years,1
9350,debt_consolidation,921xx,CA,10+ years,1
35000,other,303xx,GA,< 1 year,1
16000,credit_card,774xx,TX,4 years,1
20000,debt_consolidation,871xx,NM,3 years,1
24000,debt_consolidation,874xx,NM,10+ years,1
2700,debt_consolidation,857xx,AZ,10+ years,1
15000,debt_consolidation,970xx,OR,9 years,1
9000,debt_consolidation,590xx,MT,6 years,1
30000,debt_consolidation,070xx,NJ,10+ years,1
19200,credit_card,301xx,GA,10+ years,1
35000,credit_card,945xx,CA,10+ years,1
15000,credit_card,805xx,CO,10+ years,1
15000,debt_consolidation,150xx,PA,3 years,1
12000,medical,380xx,TN,10+ years,1
19200,debt_consolidation,705xx,LA,9 years,1
1500,other,281xx,NC,unknown,1
25000,home_improvement,705xx,LA,5 years,1
13925,major_purchase,062xx,CT,1 year,1
17000,credit_card,920xx,CA,< 1 year,1
12000,debt_consolidation,908xx,CA,1 year,1
15000,major_purchase,338xx,FL,10+ years,1
15300,debt_consolidation,894xx,NV,8 years,1
15000,debt_consolidation,921xx,CA,10+ years,1
16000,home_improvement,275xx,NC,5 years,1
20150,credit_card,891xx,NV,10+ years,1
15000,other,217xx,MD,5 years,1
16000,debt_consolidation,940xx,CA,8 years,1
8175,other,810xx,CO,unknown,1
3600,debt_consolidation,605xx,IL,10+ years,1
6275,other,276xx,NC,6 years,1
28000,credit_card,190xx,PA,10+ years,1
6875,debt_consolidation,329xx,FL,unknown,1
16000,credit_card,021xx,MA,3 years,1
18000,other,274xx,NC,6 years,1
11200,debt_consolidation,952xx,CA,10+ years,1
21000,debt_consolidation,070xx,NJ,10+ years,1
4800,debt_consolidation,294xx,SC,10+ years,1
30000,debt_consolidation,980xx,WA,unknown,1
20000,debt_consolidation,344xx,FL,unknown,1
18000,credit_card,379xx,TN,10+ years,1
15000,debt_consolidation,786xx,TX,< 1 year,1
9600,debt_consolidation,112xx,NY,< 1 year,1
10000,debt_consolidation,019xx,MA,10+ years,1
10000,small_business,342xx,FL,10+ years,1
3500,other,461xx,IN,1 year,1
16800,debt_consolidation,890xx,NV,9 years,1
9300,other,764xx,TX,10+ years,1
8500,credit_card,261xx,WV,unknown,1
12000,credit_card,073xx,NJ,8 years,1
